date,p0_status,p0_reason,side,A_status,A_reason,RA,B_status,B_reason,RB,morning_A,downstream_A,downstream_B,epoch,D,D_decomp
20061005,yes,ok,-1.0,resolved,ok,-6.0,resolved,ok,0.0,-6.0,0.0,0.0,2006-12,-6.0,-6.0
20061006,yes,ok,1.0,resolved,ok,4.5,resolved,ok,0.0,4.5,0.0,0.0,2006-12,4.5,4.5
20061009,unknown,missing_decision_prefix_bar:556,,unknown,missing_decision_prefix_bar:556,,unknown,missing_decision_prefix_bar:556,,,,,2006-12,,
20061010,unknown,missing_decision_prefix_bar:566,,unknown,missing_decision_prefix_bar:566,,unknown,missing_decision_prefix_bar:566,,,,,2006-12,,
20061011,yes,ok,-1.0,resolved,ok,-9.5,resolved,ok,0.0,-9.5,0.0,0.0,2006-12,-9.5,-9.5
20061012,yes,ok,1.0,unknown,detector:missing_v7m_bar:794,,unknown,detector:missing_v7m_bar:794,,-0.5,0.0,0.0,2006-12,,
20061013,unknown,missing_decision_prefix_bar:559,,unknown,missing_decision_prefix_bar:559,,unknown,missing_decision_prefix_bar:559,,,,,2006-12,,
20061016,unknown,missing_decision_prefix_bar:556,,unknown,missing_decision_prefix_bar:556,,unknown,missing_decision_prefix_bar:556,,,,,2006-12,,
20061017,yes,ok,-1.0,resolved,ok,13.0,resolved,ok,5.25,13.0,0.0,5.25,2006-12,7.75,7.75
20061018,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20061019,yes,ok,-1.0,resolved,ok,-6.75,resolved,ok,0.0,-6.75,0.0,0.0,2006-12,-6.75,-6.75
20061020,yes,ok,-1.0,resolved,ok,2.25,resolved,ok,-5.0,2.25,0.0,-5.0,2006-12,7.25,7.25
20061023,yes,ok,1.0,resolved,ok,22.5,resolved,ok,1.75,22.5,0.0,1.75,2006-12,20.75,20.75
20061024,unknown,missing_decision_prefix_bar:557,,unknown,missing_decision_prefix_bar:557,,unknown,missing_decision_prefix_bar:557,,,,,2006-12,,
20061025,yes,ok,1.0,unknown,detector:missing_v7m_bar:854,,unknown,detector:missing_v7m_bar:854,,7.75,0.0,0.0,2006-12,,
20061026,yes,ok,-1.0,resolved,ok,3.0,resolved,ok,-2.0,5.0,-2.0,-2.0,2006-12,5.0,5.0
20061027,unknown,missing_decision_prefix_bar:554,,unknown,missing_decision_prefix_bar:554,,unknown,missing_decision_prefix_bar:554,,,,,2006-12,,
20061030,unknown,missing_decision_prefix_bar:552,,unknown,missing_decision_prefix_bar:552,,unknown,missing_decision_prefix_bar:552,,,,,2006-12,,
20061031,unknown,missing_decision_prefix_bar:551,,unknown,missing_decision_prefix_bar:551,,unknown,missing_decision_prefix_bar:551,,,,,2006-12,,
20061101,yes,ok,-1.0,resolved,ok,10.0,resolved,ok,0.0,10.0,0.0,0.0,2006-12,10.0,10.0
20061102,yes,ok,1.0,unknown,missing_open_position_bar:609,,unknown,detector:missing_v7m_bar:609,,0.0,0.0,0.0,2006-12,,
20061103,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20061106,unknown,missing_decision_prefix_bar:545,,unknown,missing_decision_prefix_bar:545,,unknown,missing_decision_prefix_bar:545,,,,,2006-12,,
20061107,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,6.75,-19.75,0.0,6.75,2006-12,-26.5,-26.5
20061108,yes,ok,-1.0,resolved,ok,-8.25,resolved,ok,0.0,-8.25,0.0,0.0,2006-12,-8.25,-8.25
20061109,yes,ok,-1.0,resolved,ok,-3.25,resolved,ok,0.0,-3.25,0.0,0.0,2006-12,-3.25,-3.25
20061110,unknown,missing_decision_prefix_bar:553,,unknown,missing_decision_prefix_bar:553,,unknown,missing_decision_prefix_bar:553,,,,,2006-12,,
20061113,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,,,,2006-12,,
20061114,yes,ok,1.0,resolved,ok,-7.25,resolved,ok,0.0,-7.25,0.0,0.0,2006-12,-7.25,-7.25
20061115,unknown,missing_decision_prefix_bar:562,,unknown,missing_decision_prefix_bar:562,,unknown,missing_decision_prefix_bar:562,,,,,2006-12,,
20061116,yes,ok,-1.0,resolved,ok,0.5,resolved,ok,0.0,0.5,0.0,0.0,2006-12,0.5,0.5
20061117,yes,ok,-1.0,resolved,ok,-0.5,resolved,ok,0.0,-0.5,0.0,0.0,2006-12,-0.5,-0.5
20061120,yes,ok,-1.0,resolved,ok,-8.25,resolved,ok,0.0,-8.25,0.0,0.0,2006-12,-8.25,-8.25
20061121,unknown,missing_decision_prefix_bar:546,,unknown,missing_decision_prefix_bar:546,,unknown,missing_decision_prefix_bar:546,,,,,2006-12,,
20061122,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,,,,2006-12,,
20061123,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,,,,2006-12,,
20061124,yes,ok,1.0,resolved,ok,14.25,resolved,ok,0.0,14.25,0.0,0.0,2006-12,14.25,14.25
20061127,unknown,missing_decision_prefix_bar:545,,unknown,missing_decision_prefix_bar:545,,unknown,missing_decision_prefix_bar:545,,,,,2006-12,,
20061128,yes,ok,1.0,resolved,ok,2.0,resolved,ok,0.0,2.0,0.0,0.0,2006-12,2.0,2.0
20061129,yes,ok,1.0,resolved,ok,1.0,resolved,ok,0.0,1.0,0.0,0.0,2006-12,1.0,1.0
20061130,yes,ok,1.0,resolved,ok,-6.75,resolved,ok,0.0,-6.75,0.0,0.0,2006-12,-6.75,-6.75
20061201,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,-1.25,-19.75,0.0,-1.25,2006-12,-18.5,-18.5
20061204,unknown,missing_decision_prefix_bar:548,,unknown,missing_decision_prefix_bar:548,,unknown,missing_decision_prefix_bar:548,,,,,2006-12,,
20061205,yes,ok,-1.0,resolved,ok,-5.25,resolved,ok,0.0,-5.25,0.0,0.0,2006-12,-5.25,-5.25
20061206,unknown,missing_decision_prefix_bar:545,,unknown,missing_decision_prefix_bar:545,,unknown,missing_decision_prefix_bar:545,,,,,2006-12,,
20061207,unknown,missing_decision_prefix_bar:557,,unknown,missing_decision_prefix_bar:557,,unknown,missing_decision_prefix_bar:557,,,,,2006-12,,
20061208,yes,ok,1.0,resolved,ok,26.0,resolved,ok,-2.5,26.0,0.0,-2.5,2006-12,28.5,28.5
20061211,unknown,missing_decision_prefix_bar:561,,unknown,missing_decision_prefix_bar:561,,unknown,missing_decision_prefix_bar:561,,,,,2006-12,,
20061212,unknown,missing_decision_prefix_bar:553,,unknown,missing_decision_prefix_bar:553,,unknown,missing_decision_prefix_bar:553,,,,,2006-12,,
20061213,yes,ok,-1.0,resolved,ok,7.75,resolved,ok,0.0,7.75,0.0,0.0,2006-12,7.75,7.75
20061214,yes,ok,-1.0,resolved,ok,-20.5,resolved,ok,-0.75,-19.75,-0.75,-0.75,2006-12,-19.75,-19.75
20061215,yes,ok,1.0,resolved,ok,-6.5,resolved,ok,0.0,-6.5,0.0,0.0,2006-12,-6.5,-6.5
20061218,yes,ok,-1.0,resolved,ok,1.25,resolved,ok,-2.25,3.5,-2.25,-2.25,2006-12,3.5,3.5
20061219,yes,ok,-1.0,resolved,ok,-4.75,resolved,ok,0.0,-4.75,0.0,0.0,2006-12,-4.75,-4.75
20061220,unknown,missing_decision_prefix_bar:554,,unknown,missing_decision_prefix_bar:554,,unknown,missing_decision_prefix_bar:554,,,,,2006-12,,
20061221,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,,,,2006-12,,
20061222,unknown,missing_decision_prefix_bar:553,,unknown,missing_decision_prefix_bar:553,,unknown,missing_decision_prefix_bar:553,,,,,2006-12,,
20061225,no,calendar_closed,,not_in_P0,calendar_closed,,not_in_P0,calendar_closed,,,,,2006-12,,
20061226,unknown,missing_decision_prefix_bar:558,,unknown,missing_decision_prefix_bar:558,,unknown,missing_decision_prefix_bar:558,,,,,2006-12,,
20061227,yes,ok,1.0,resolved,ok,-1.0,resolved,ok,0.0,-1.0,0.0,0.0,2006-12,-1.0,-1.0
20061228,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,,,,2006-12,,
20061229,unknown,missing_decision_prefix_bar:547,,unknown,missing_decision_prefix_bar:547,,unknown,missing_decision_prefix_bar:547,,,,,2006-12,,
20070101,no,calendar_closed,,not_in_P0,calendar_closed,,not_in_P0,calendar_closed,,,,,2006-12,,
20070102,unknown,missing_decision_prefix_bar:546,,unknown,missing_decision_prefix_bar:546,,unknown,missing_decision_prefix_bar:546,,,,,2006-12,,
20070103,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,1.0,-19.75,0.0,1.0,2006-12,-20.75,-20.75
20070104,unknown,missing_decision_prefix_bar:551,,unknown,missing_decision_prefix_bar:551,,unknown,missing_decision_prefix_bar:551,,,,,2006-12,,
20070105,yes,ok,-1.0,resolved,ok,10.75,resolved,ok,0.0,10.75,0.0,0.0,2006-12,10.75,10.75
20070108,yes,ok,-1.0,unknown,detector:missing_v7m_bar:910,,unknown,detector:missing_v7m_bar:910,,-4.0,0.0,0.0,2006-12,,
20070109,yes,ok,-1.0,resolved,ok,-1.25,resolved,ok,0.0,-1.25,0.0,0.0,2006-12,-1.25,-1.25
20070110,yes,ok,-1.0,resolved,ok,-9.5,resolved,ok,0.0,-9.5,0.0,0.0,2006-12,-9.5,-9.5
20070111,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20070112,yes,ok,1.0,resolved,ok,0.5,resolved,ok,0.0,0.5,0.0,0.0,2006-12,0.5,0.5
20070115,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,,,,2006-12,,
20070116,yes,ok,-1.0,resolved,ok,1.5,resolved,ok,0.0,1.5,0.0,0.0,2006-12,1.5,1.5
20070117,yes,ok,1.0,resolved,ok,-0.75,resolved,ok,0.0,-0.75,0.0,0.0,2006-12,-0.75,-0.75
20070118,yes,ok,-1.0,unknown,detector:missing_v7m_bar:878,,unknown,detector:missing_v7m_bar:878,,16.0,0.0,-4.75,2006-12,,
20070119,yes,ok,-1.0,resolved,ok,-9.25,resolved,ok,0.0,-9.25,0.0,0.0,2006-12,-9.25,-9.25
20070122,unknown,missing_decision_prefix_bar:547,,unknown,missing_decision_prefix_bar:547,,unknown,missing_decision_prefix_bar:547,,,,,2006-12,,
20070123,unknown,missing_decision_prefix_bar:551,,unknown,missing_decision_prefix_bar:551,,unknown,missing_decision_prefix_bar:551,,,,,2006-12,,
20070124,unknown,missing_decision_prefix_bar:560,,unknown,missing_decision_prefix_bar:560,,unknown,missing_decision_prefix_bar:560,,,,,2006-12,,
20070125,yes,ok,-1.0,resolved,ok,7.75,resolved,ok,0.0,7.75,0.0,0.0,2006-12,7.75,7.75
20070126,yes,ok,1.0,resolved,ok,-19.75,resolved,ok,-7.25,-19.75,0.0,-7.25,2006-12,-12.5,-12.5
20070129,yes,ok,1.0,resolved,ok,1.75,resolved,ok,0.0,1.75,0.0,0.0,2006-12,1.75,1.75
20070130,yes,ok,-1.0,resolved,ok,-1.5,resolved,ok,0.0,-1.5,0.0,0.0,2006-12,-1.5,-1.5
20070131,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,,,,2006-12,,
20070201,yes,ok,1.0,resolved,ok,-11.25,resolved,ok,0.0,-11.25,0.0,0.0,2006-12,-11.25,-11.25
20070202,yes,ok,-1.0,resolved,ok,1.25,resolved,ok,0.0,1.25,0.0,0.0,2006-12,1.25,1.25
20070205,unknown,missing_decision_prefix_bar:552,,unknown,missing_decision_prefix_bar:552,,unknown,missing_decision_prefix_bar:552,,,,,2006-12,,
20070206,yes,ok,-1.0,resolved,ok,14.25,resolved,ok,6.5,14.25,0.0,6.5,2006-12,7.75,7.75
20070207,yes,ok,1.0,resolved,ok,10.5,resolved,ok,0.75,10.5,0.0,0.75,2006-12,9.75,9.75
20070208,yes,ok,-1.0,resolved,ok,-2.25,resolved,ok,0.0,-2.25,0.0,0.0,2006-12,-2.25,-2.25
20070209,yes,ok,1.0,resolved,ok,-9.25,resolved,ok,0.0,-9.25,0.0,0.0,2006-12,-9.25,-9.25
20070212,yes,ok,-1.0,resolved,ok,5.5,resolved,ok,-3.25,5.5,0.0,-3.25,2006-12,8.75,8.75
20070213,unknown,missing_decision_prefix_bar:547,,unknown,missing_decision_prefix_bar:547,,unknown,missing_decision_prefix_bar:547,,,,,2006-12,,
20070214,yes,ok,1.0,unknown,missing_open_position_bar:607,,unknown,detector:missing_v7m_bar:607,,0.0,0.0,0.0,2006-12,,
20070215,yes,ok,-1.0,resolved,ok,-3.0,resolved,ok,0.0,-3.0,0.0,0.0,2006-12,-3.0,-3.0
20070216,unknown,missing_decision_prefix_bar:549,,unknown,missing_decision_prefix_bar:549,,unknown,missing_decision_prefix_bar:549,,,,,2006-12,,
20070219,unknown,missing_decision_prefix_bar:548,,unknown,missing_decision_prefix_bar:548,,unknown,missing_decision_prefix_bar:548,,,,,2006-12,,
20070220,yes,ok,-1.0,resolved,ok,-13.5,resolved,ok,0.0,-13.5,0.0,0.0,2006-12,-13.5,-13.5
20070221,yes,ok,-1.0,resolved,ok,-7.0,resolved,ok,0.0,-7.0,0.0,0.0,2006-12,-7.0,-7.0
20070222,yes,ok,1.0,resolved,ok,-12.75,resolved,ok,0.0,-12.75,0.0,0.0,2006-12,-12.75,-12.75
20070223,yes,ok,-1.0,resolved,ok,3.0,resolved,ok,0.0,3.0,0.0,0.0,2006-12,3.0,3.0
20070226,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,,,,2006-12,,
20070227,yes,ok,-1.0,resolved,ok,1.5,resolved,ok,-2.0,1.5,0.0,-2.0,2006-12,3.5,3.5
20070228,yes,ok,1.0,resolved,ok,6.25,resolved,ok,0.0,6.25,0.0,0.0,2006-12,6.25,6.25
20070301,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20070302,yes,ok,1.0,resolved,ok,2.25,resolved,ok,0.0,2.25,0.0,0.0,2006-12,2.25,2.25
20070305,yes,ok,-1.0,resolved,ok,-19.75,resolved,ok,0.0,-19.75,0.0,0.0,2006-12,-19.75,-19.75
20070306,unknown,missing_decision_prefix_bar:548,,unknown,missing_decision_prefix_bar:548,,unknown,missing_decision_prefix_bar:548,,,,,2006-12,,
20070307,yes,ok,1.0,resolved,ok,-8.5,resolved,ok,0.0,-8.5,0.0,0.0,2006-12,-8.5,-8.5
20070308,unknown,missing_decision_prefix_bar:547,,unknown,missing_decision_prefix_bar:547,,unknown,missing_decision_prefix_bar:547,,,,,2006-12,,
20070309,yes,ok,-1.0,resolved,ok,8.0,resolved,ok,0.0,8.0,0.0,0.0,2006-12,8.0,8.0
20070312,yes,ok,1.0,resolved,ok,-1.75,resolved,ok,0.0,-1.75,0.0,0.0,2006-12,-1.75,-1.75
20070313,yes,ok,1.0,resolved,ok,1.75,resolved,ok,-2.75,1.75,0.0,-2.75,2006-12,4.5,4.5
20070314,yes,ok,1.0,resolved,ok,-5.75,resolved,ok,0.0,-5.75,0.0,0.0,2006-12,-5.75,-5.75
20070315,yes,ok,1.0,resolved,ok,-1.0,resolved,ok,0.0,-1.0,0.0,0.0,2006-12,-1.0,-1.0
20070316,yes,ok,-1.0,unknown,detector:missing_v7m_bar:909,,unknown,detector:missing_v7m_bar:909,,7.5,0.0,0.0,2006-12,,
20070319,yes,ok,-1.0,resolved,ok,-6.75,resolved,ok,-2.5,-6.75,0.0,-2.5,2006-12,-4.25,-4.25
20070320,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,,,,2006-12,,
20070321,yes,ok,-1.0,resolved,ok,4.25,resolved,ok,0.0,4.25,0.0,0.0,2006-12,4.25,4.25
20070322,yes,ok,-1.0,resolved,ok,4.75,resolved,ok,-3.25,4.75,0.0,-3.25,2006-12,8.0,8.0
20070323,yes,ok,1.0,resolved,ok,-2.0,resolved,ok,0.0,-2.0,0.0,0.0,2006-12,-2.0,-2.0
20070326,unknown,missing_decision_prefix_bar:560,,unknown,missing_decision_prefix_bar:560,,unknown,missing_decision_prefix_bar:560,,,,,2006-12,,
20070327,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,,,,2006-12,,
20070328,yes,ok,1.0,resolved,ok,-7.5,resolved,ok,0.0,-7.5,0.0,0.0,2006-12,-7.5,-7.5
20070329,yes,ok,-1.0,resolved,ok,8.25,resolved,ok,0.0,8.25,0.0,0.0,2006-12,8.25,8.25
20070330,yes,ok,-1.0,resolved,ok,1.25,resolved,ok,0.0,1.25,0.0,0.0,2006-12,1.25,1.25
20070402,unknown,missing_decision_prefix_bar:546,,unknown,missing_decision_prefix_bar:546,,unknown,missing_decision_prefix_bar:546,,,,,2006-12,,
20070403,yes,ok,1.0,resolved,ok,14.0,resolved,ok,0.0,14.0,0.0,0.0,2006-12,14.0,14.0
20070404,yes,ok,-1.0,resolved,ok,-5.5,resolved,ok,0.0,-5.5,0.0,0.0,2006-12,-5.5,-5.5
20070405,unknown,missing_decision_prefix_bar:550,,unknown,missing_decision_prefix_bar:550,,unknown,missing_decision_prefix_bar:550,,,,,2006-12,,
20070406,no,calendar_closed_before_decision,,not_in_P0,calendar_closed_before_decision,,not_in_P0,calendar_closed_before_decision,,,,,2006-12,,
20070409,yes,ok,-1.0,resolved,ok,2.25,resolved,ok,-2.75,2.25,0.0,-2.75,2006-12,5.0,5.0
20070410,unknown,missing_decision_prefix_bar:552,,unknown,missing_decision_prefix_bar:552,,unknown,missing_decision_prefix_bar:552,,,,,2006-12,,
20070411,yes,ok,-1.0,resolved,ok,8.5,resolved,ok,-2.5,8.5,0.0,-2.5,2006-12,11.0,11.0
20070412,yes,ok,-1.0,resolved,ok,-11.75,resolved,ok,0.0,-11.75,0.0,0.0,2006-12,-11.75,-11.75
20070413,unknown,missing_decision_prefix_bar:561,,unknown,missing_decision_prefix_bar:561,,unknown,missing_decision_prefix_bar:561,,,,,2006-12,,
20070416,unknown,missing_decision_prefix_bar:551,,unknown,missing_decision_prefix_bar:551,,unknown,missing_decision_prefix_bar:551,,,,,2006-12,,
20070417,yes,ok,-1.0,resolved,ok,-2.25,resolved,ok,0.0,-2.25,0.0,0.0,2006-12,-2.25,-2.25
20070418,yes,ok,1.0,resolved,ok,1.75,resolved,ok,0.0,1.75,0.0,0.0,2006-12,1.75,1.75
20070419,yes,ok,-1.0,resolved,ok,-13.0,resolved,ok,0.0,-13.0,0.0,0.0,2006-12,-13.0,-13.0
20070420,yes,ok,1.0,resolved,ok,-10.25,resolved,ok,0.0,-10.25,0.0,0.0,2006-12,-10.25,-10.25
20070423,yes,ok,-1.0,unknown,detector:missing_v7m_bar:794,,unknown,detector:missing_v7m_bar:794,,-5.5,0.0,0.0,2006-12,,
20070424,yes,ok,-1.0,resolved,ok,2.0,resolved,ok,0.0,2.0,0.0,0.0,2006-12,2.0,2.0
20070425,yes,ok,-1.0,resolved,ok,-1.5,resolved,ok,0.0,-1.5,0.0,0.0,2006-12,-1.5,-1.5
20070426,yes,ok,1.0,resolved,ok,-1.25,resolved,ok,0.0,-1.25,0.0,0.0,2006-12,-1.25,-1.25
20070427,yes,ok,1.0,resolved,ok,-3.0,resolved,ok,0.0,-3.0,0.0,0.0,2006-12,-3.0,-3.0
20070430,yes,ok,-1.0,resolved,ok,-2.75,resolved,ok,-3.0,-2.75,0.0,-3.0,2006-12,0.25,0.25
20070501,unknown,missing_decision_prefix_bar:564,,unknown,missing_decision_prefix_bar:564,,unknown,missing_decision_prefix_bar:564,,,,,2006-12,,
20070502,yes,ok,1.0,resolved,ok,9.25,resolved,ok,-2.5,9.25,0.0,-2.5,2006-12,11.75,11.75
20070503,unknown,missing_decision_prefix_bar:561,,unknown,missing_decision_prefix_bar:561,,unknown,missing_decision_prefix_bar:561,,,,,2006-12,,
20070504,yes,ok,-1.0,resolved,ok,-2.0,resolved,ok,0.0,-2.0,0.0,0.0,2006-12,-2.0,-2.0
20070507,yes,ok,1.0,resolved,ok,1.5,resolved,ok,0.0,1.5,0.0,0.0,2006-12,1.5,1.5
20070508,yes,ok,-1.0,resolved,ok,-6.0,resolved,ok,0.0,-6.0,0.0,0.0,2006-12,-6.0,-6.0
20070509,unknown,missing_decision_prefix_bar:565,,unknown,missing_decision_prefix_bar:565,,unknown,missing_decision_prefix_bar:565,,,,,2006-12,,
20070510,yes,ok,-1.0,resolved,ok,6.0,resolved,ok,11.25,6.0,0.0,11.25,2006-12,-5.25,-5.25
20070511,yes,ok,1.0,resolved,ok,12.0,resolved,ok,0.0,12.0,0.0,0.0,2006-12,12.0,12.0
20070514,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,,,,2006-12,,
20070515,yes,ok,1.0,resolved,ok,0.25,resolved,ok,-4.75,0.25,0.0,-4.75,2006-12,5.0,5.0
20070516,yes,ok,1.0,resolved,ok,-6.25,resolved,ok,0.0,-6.25,0.0,0.0,2006-12,-6.25,-6.25
20070517,unknown,missing_decision_prefix_bar:566,,unknown,missing_decision_prefix_bar:566,,unknown,missing_decision_prefix_bar:566,,,,,2006-12,,
20070518,yes,ok,1.0,resolved,ok,-2.5,resolved,ok,0.0,-2.5,0.0,0.0,2006-12,-2.5,-2.5
20070521,unknown,missing_decision_prefix_bar:556,,unknown,missing_decision_prefix_bar:556,,unknown,missing_decision_prefix_bar:556,,,,,2006-12,,
20070522,yes,ok,1.0,resolved,ok,-4.75,resolved,ok,0.0,-4.75,0.0,0.0,2006-12,-4.75,-4.75
20070523,yes,ok,-1.0,resolved,ok,-3.0,resolved,ok,0.0,-3.0,0.0,0.0,2006-12,-3.0,-3.0
20070524,yes,ok,-1.0,resolved,ok,18.5,resolved,ok,17.25,18.5,0.0,17.25,2006-12,1.25,1.25
20070525,unknown,missing_decision_prefix_bar:548,,unknown,missing_decision_prefix_bar:548,,unknown,missing_decision_prefix_bar:548,,,,,2006-12,,
20070528,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,,,,2006-12,,
20070529,unknown,missing_decision_prefix_bar:557,,unknown,missing_decision_prefix_bar:557,,unknown,missing_decision_prefix_bar:557,,,,,2006-12,,
20070530,yes,ok,-1.0,resolved,ok,-12.0,resolved,ok,0.0,-12.0,0.0,0.0,2006-12,-12.0,-12.0
20070531,yes,ok,-1.0,resolved,ok,-1.5,resolved,ok,0.0,-1.5,0.0,0.0,2006-12,-1.5,-1.5
20070601,yes,ok,1.0,resolved,ok,-3.25,resolved,ok,0.0,-3.25,0.0,0.0,2006-12,-3.25,-3.25
20070604,yes,ok,1.0,resolved,ok,6.25,resolved,ok,0.0,6.25,0.0,0.0,2006-12,6.25,6.25
20070605,yes,ok,1.0,resolved,ok,-1.75,resolved,ok,0.0,-1.75,0.0,0.0,2006-12,-1.75,-1.75
20070606,yes,ok,-1.0,resolved,ok,7.25,resolved,ok,0.0,7.25,0.0,0.0,2006-12,7.25,7.25
20070607,unknown,missing_decision_prefix_bar:551,,unknown,missing_decision_prefix_bar:551,,unknown,missing_decision_prefix_bar:551,,,,,2006-12,,
20070608,yes,ok,1.0,resolved,ok,1.5,resolved,ok,0.0,1.5,0.0,0.0,2006-12,1.5,1.5
20070611,yes,ok,-1.0,resolved,ok,-4.75,resolved,ok,0.0,-4.75,0.0,0.0,2006-12,-4.75,-4.75
20070612,yes,ok,-1.0,resolved,ok,-1.0,resolved,ok,0.0,-1.0,0.0,0.0,2006-12,-1.0,-1.0
20070613,yes,ok,-1.0,resolved,ok,1.0,resolved,ok,0.0,1.0,0.0,0.0,2006-12,1.0,1.0
20070614,yes,ok,1.0,resolved,ok,8.0,resolved,ok,-2.75,8.0,0.0,-2.75,2006-12,10.75,10.75
20070615,yes,ok,1.0,resolved,ok,-5.25,resolved,ok,0.0,-5.25,0.0,0.0,2006-12,-5.25,-5.25
20070618,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,unknown,missing_decision_prefix_bar:544,,,,,2006-12,,
20070619,yes,ok,1.0,resolved,ok,-3.5,resolved,ok,0.0,-3.5,0.0,0.0,2006-12,-3.5,-3.5
20070620,yes,ok,-1.0,resolved,ok,-2.75,resolved,ok,-3.5,-2.75,0.0,-3.5,2006-12,0.75,0.75
20070621,yes,ok,1.0,resolved,ok,2.75,resolved,ok,0.0,2.75,0.0,0.0,2006-12,2.75,2.75
20070622,yes,ok,-1.0,resolved,ok,-0.5,resolved,ok,0.0,-0.5,0.0,0.0,2006-12,-0.5,-0.5
20070625,yes,ok,-1.0,resolved,ok,-7.0,resolved,ok,0.0,-7.0,0.0,0.0,2006-12,-7.0,-7.0
20070626,yes,ok,-1.0,resolved,ok,8.5,resolved,ok,0.0,8.5,0.0,0.0,2006-12,8.5,8.5
20070627,yes,ok,1.0,resolved,ok,12.75,resolved,ok,0.0,12.75,0.0,0.0,2006-12,12.75,12.75
20070628,yes,ok,-1.0,resolved,ok,-4.0,resolved,ok,0.0,-4.0,0.0,0.0,2006-12,-4.0,-4.0
20070629,yes,ok,-1.0,resolved,ok,-3.0,resolved,ok,0.0,-3.0,0.0,0.0,2006-12,-3.0,-3.0
20070702,yes,ok,1.0,resolved,ok,5.5,resolved,ok,3.0,5.5,0.0,3.0,2006-12,2.5,2.5
20070703,yes,ok,-1.0,resolved,ok,-7.0,resolved,ok,0.0,-7.0,0.0,0.0,2006-12,-7.0,-7.0
20070704,unknown,missing_decision_prefix_bar:546,,unknown,missing_decision_prefix_bar:546,,unknown,missing_decision_prefix_bar:546,,,,,2006-12,,
20070705,yes,ok,-1.0,resolved,ok,-5.0,resolved,ok,0.0,-5.0,0.0,0.0,2006-12,-5.0,-5.0
20070706,yes,ok,-1.0,resolved,ok,-8.0,resolved,ok,0.0,-8.0,0.0,0.0,2006-12,-8.0,-8.0
20070709,yes,ok,1.0,resolved,ok,-3.0,resolved,ok,0.0,-3.0,0.0,0.0,2006-12,-3.0,-3.0
